trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
853,False,"{'a': 0.9, 'e': 0.4259527797359958}",20,14,12.059623539887651,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.9, 'e': 0.4255268269562598}",30,19,-45.29426837357577,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
855,False,"{'a': 0.9, 'e': 0.4251013001293035}",25,17,-66.34094910030893,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
856,False,"{'a': 0.9, 'e': 0.42467619882917423}",25,2,2.8861641748416202,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.9, 'e': 0.4242515226303451}",25,12,-2.339552729935334,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
858,False,"{'a': 0.9, 'e': 0.42382727110771473}",20,4,-13.58776895843838,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
859,False,"{'a': 0.9, 'e': 0.423403443836607}",20,10,2.293955638634909,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
860,False,"{'a': 0.9, 'e': 0.42298004039277043}",20,5,-82.0406179989586,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
861,False,"{'a': 0.9, 'e': 0.4225570603523776}",20,0,-78.98676885630044,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
862,False,"{'a': 0.9, 'e': 0.4221345032920253}",30,16,8.707908603576417,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.9, 'e': 0.42171236878873325}",20,0,-28.713598246386365,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
864,False,"{'a': 0.9, 'e': 0.4212906564199445}",25,0,-56.478490048120086,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
865,False,"{'a': 0.9, 'e': 0.42086936576352457}",20,9,-1.4367056501418771,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.9, 'e': 0.42044849639776105}",30,0,-76.86502414247782,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
867,False,"{'a': 0.9, 'e': 0.4200280479013633}",20,0,-5.9742172181566024,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
868,False,"{'a': 0.9, 'e': 0.4196080198534619}",20,11,3.6740875138481215,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.9, 'e': 0.41918841183360844}",25,15,-6.929301072748438,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
870,False,"{'a': 0.9, 'e': 0.4187692234217748}",25,0,-29.0842603353645,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
871,False,"{'a': 0.9, 'e': 0.41835045419835304}",20,8,2.992653106688693,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.9, 'e': 0.41793210374415474}",20,0,-26.66665298598377,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
873,False,"{'a': 0.9, 'e': 0.41751417164041055}",25,20,10.97107324155351,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.9, 'e': 0.4170966574687701}",25,14,-48.5353004842276,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
875,False,"{'a': 0.9, 'e': 0.41667956081130136}",20,14,10.484037503826258,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.9, 'e': 0.41626288125049005}",20,0,-42.756587858472514,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
877,False,"{'a': 0.9, 'e': 0.4158466183692396}",25,11,-78.42555073348113,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
878,False,"{'a': 0.9, 'e': 0.41543077175087034}",20,0,-74.98141810457292,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
879,False,"{'a': 0.9, 'e': 0.41501534097911946}",30,21,9.423149576323633,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.9, 'e': 0.41460032563814037}",30,23,0.7363832167359261,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.9, 'e': 0.4141857253125022}",25,15,-32.539572824036284,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
882,False,"{'a': 0.9, 'e': 0.4137715395871897}",25,15,0.29019485001565926,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.9, 'e': 0.4133577680476025}",20,15,9.643976355143572,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.9, 'e': 0.4129444102795549}",25,0,-85.72139773587364,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
885,False,"{'a': 0.9, 'e': 0.41253146586927536}",25,1,-11.907598980086949,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
886,False,"{'a': 0.9, 'e': 0.4121189344034061}",25,16,-21.878305767684633,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
887,False,"{'a': 0.9, 'e': 0.4117068154690027}",25,16,-29.901579523205804,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
888,False,"{'a': 0.9, 'e': 0.4112951086535337}",35,0,-54.951835170710766,"{0: 31, 1: 0, 2: 2, 3: 0, 4: 2}",0
889,False,"{'a': 0.9, 'e': 0.4108838135448801}",30,3,-41.8151195838735,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 0}",1
890,False,"{'a': 0.9, 'e': 0.41047292973133526}",20,0,-74.60791654720784,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
891,False,"{'a': 0.9, 'e': 0.4100624568016039}",25,3,-78.05947762892714,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 1}",1
892,False,"{'a': 0.9, 'e': 0.40965239434480233}",25,16,-22.1532183945528,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
893,False,"{'a': 0.9, 'e': 0.4092427419504575}",25,0,-28.268200928877175,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
894,False,"{'a': 0.9, 'e': 0.40883349920850703}",25,0,-69.51417756197671,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
895,False,"{'a': 0.9, 'e': 0.40842466570929853}",25,12,-75.9744600341185,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
896,False,"{'a': 0.9, 'e': 0.40801624104358925}",20,11,5.0215537454722154,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.9, 'e': 0.40760822480254566}",20,12,-4.223702655397665,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.9, 'e': 0.4072006165777431}",25,0,-23.449424773284743,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
899,False,"{'a': 0.9, 'e': 0.40679341596116536}",25,0,-75.42695352461455,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
900,False,"{'a': 0.9, 'e': 0.4063866225452042}",30,24,13.92560824229045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.9, 'e': 0.405980235922659}",35,12,-74.85186120733793,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
902,False,"{'a': 0.9, 'e': 0.40557425568673633}",20,3,6.969761557191688,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.9, 'e': 0.4051686814310496}",20,8,18.83915680088572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.9, 'e': 0.4047635127496186}",20,7,-3.4587533357389884,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.9, 'e': 0.40435874923686893}",20,0,-6.23742896904366,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
906,False,"{'a': 0.9, 'e': 0.40395439048763204}",25,7,-34.59501062589158,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
907,False,"{'a': 0.9, 'e': 0.4035504360971444}",25,0,-39.35551295648538,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
908,False,"{'a': 0.9, 'e': 0.4031468856610473}",20,0,-16.912581099355286,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
909,False,"{'a': 0.9, 'e': 0.4027437387753862}",25,0,6.721829046364108,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.9, 'e': 0.40234099503661086}",20,9,15.620429646045963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.9, 'e': 0.40193865404157425}",25,0,-42.550599112541946,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
912,False,"{'a': 0.9, 'e': 0.40153671538753266}",20,0,1.7031021676304903,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
913,False,"{'a': 0.9, 'e': 0.40113517867214515}",25,3,26.10854569380748,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.9, 'e': 0.40073404349347297}",35,26,9.178607913567161,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.9, 'e': 0.4003333094499795}",20,10,-32.83824052092095,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
916,False,"{'a': 0.9, 'e': 0.39993297614052953}",25,11,10.746119153164464,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
917,False,"{'a': 0.9, 'e': 0.399533043164389}",20,5,2.8523559002933254,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.9, 'e': 0.3991335101212246}",20,7,-11.280514679142575,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
919,False,"{'a': 0.9, 'e': 0.3987343766111034}",20,2,-7.884322785202121,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
920,False,"{'a': 0.9, 'e': 0.3983356422344923}",25,16,17.65606353703047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.9, 'e': 0.3979373065922578}",25,20,10.371341107255656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.9, 'e': 0.3975393692856655}",20,4,-3.266026898066568,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
923,False,"{'a': 0.9, 'e': 0.39714182991637986}",25,3,11.841557603488116,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
924,False,"{'a': 0.9, 'e': 0.3967446880864635}",25,5,-48.25152784167648,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
925,False,"{'a': 0.9, 'e': 0.39634794339837703}",20,0,10.56290630907218,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
926,False,"{'a': 0.9, 'e': 0.39595159545497866}",25,0,-69.42416409099009,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
927,False,"{'a': 0.9, 'e': 0.3955556438595237}",35,12,-8.172825944271228,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
928,False,"{'a': 0.9, 'e': 0.3951600882156642}",25,0,-37.49058586005605,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
929,False,"{'a': 0.9, 'e': 0.3947649281274485}",20,4,-13.346398769433742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
930,False,"{'a': 0.9, 'e': 0.39437016319932106}",20,0,-2.6728983361507503,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
931,False,"{'a': 0.9, 'e': 0.39397579303612174}",20,0,-24.18884468310357,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
932,False,"{'a': 0.9, 'e': 0.3935818172430856}",25,15,-32.89416329043713,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
933,False,"{'a': 0.9, 'e': 0.3931882354258425}",30,2,-36.68703793032096,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 1}",1
934,False,"{'a': 0.9, 'e': 0.39279504719041664}",30,17,13.67425990250565,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.9, 'e': 0.39240225214322627}",20,1,-48.67984678934758,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
936,False,"{'a': 0.9, 'e': 0.392009849891083}",20,0,-48.381126920774044,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
937,False,"{'a': 0.9, 'e': 0.39161784004119193}",30,19,17.57773095709078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.9, 'e': 0.3912262222011507}",20,10,19.069841631594503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.9, 'e': 0.3908349959789496}",20,0,15.79853034038908,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
940,False,"{'a': 0.9, 'e': 0.39044416098297063}",35,22,8.306704027879409,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.9, 'e': 0.3900537168219877}",30,0,-68.6813398151423,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
942,False,"{'a': 0.9, 'e': 0.3896636631051657}",25,0,-37.00182635292874,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
943,False,"{'a': 0.9, 'e': 0.38927399944206054}",25,0,-60.30551644881781,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
944,False,"{'a': 0.9, 'e': 0.3888847254426185}",20,1,21.621840173654267,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.9, 'e': 0.38849584071717586}",20,11,16.196190898349013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.9, 'e': 0.38810734487645865}",20,13,15.380424110888805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.9, 'e': 0.3877192375315822}",25,12,-14.438138700305617,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
948,False,"{'a': 0.9, 'e': 0.3873315182940506}",20,3,3.87065726518425,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
949,False,"{'a': 0.9, 'e': 0.38694418677575654}",20,0,10.340107721431751,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
950,False,"{'a': 0.9, 'e': 0.38655724258898083}",25,13,-22.171830056148217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
951,False,"{'a': 0.9, 'e': 0.3861706853463918}",35,0,-117.73738085512244,"{0: 27, 1: 3, 2: 2, 3: 0, 4: 3}",0
952,False,"{'a': 0.9, 'e': 0.3857845146610454}",25,7,-36.69708084883359,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
953,False,"{'a': 0.9, 'e': 0.38539873014638437}",20,0,-36.2222085122926,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
954,False,"{'a': 0.9, 'e': 0.385013331416238}",20,9,9.593859693667238,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
955,False,"{'a': 0.9, 'e': 0.3846283180848218}",20,15,8.330354530462483,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.9, 'e': 0.38424368976673695}",25,0,-50.89045426189223,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
957,False,"{'a': 0.9, 'e': 0.3838594460769702}",20,0,-61.553371949758926,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
958,False,"{'a': 0.9, 'e': 0.3834755866308932}",20,3,-21.311638187939696,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
959,False,"{'a': 0.9, 'e': 0.38309211104426233}",25,3,-64.64746392322328,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
960,False,"{'a': 0.9, 'e': 0.38270901893321807}",25,11,-7.93534357275792,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
961,False,"{'a': 0.9, 'e': 0.38232630991428485}",25,14,-3.0437782081925024,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
962,False,"{'a': 0.9, 'e': 0.3819439836043706}",25,6,26.33063134588099,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.9, 'e': 0.38156203962076624}",25,10,-62.92910973869513,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
964,False,"{'a': 0.9, 'e': 0.3811804775811454}",20,0,-88.01067143647802,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
965,False,"{'a': 0.9, 'e': 0.3807992971035643}",20,5,-16.739989141536324,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
966,False,"{'a': 0.9, 'e': 0.38041849780646075}",25,9,-72.09814928976634,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
967,False,"{'a': 0.9, 'e': 0.3800380793086543}",20,0,-79.25800456518122,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
968,False,"{'a': 0.9, 'e': 0.3796580412293456}",20,0,21.124478720876432,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
969,False,"{'a': 0.9, 'e': 0.3792783831881163}",20,0,8.438193855152186,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
970,False,"{'a': 0.9, 'e': 0.37889910480492817}",30,0,17.34181052481551,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
971,False,"{'a': 0.9, 'e': 0.37852020570012324}",20,10,2.586202707463377,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.9, 'e': 0.3781416854944231}",20,0,-15.331490892805382,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
973,False,"{'a': 0.9, 'e': 0.3777635438089287}",25,10,17.02241483092888,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.9, 'e': 0.37738578026511976}",20,2,14.401728866301008,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
975,False,"{'a': 0.9, 'e': 0.3770083944848546}",20,8,7.874219837481616,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.9, 'e': 0.3766313860903698}",20,0,-13.001023509714704,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
977,False,"{'a': 0.9, 'e': 0.3762547547042794}",20,0,-11.239341511866701,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
978,False,"{'a': 0.9, 'e': 0.3758784999495751}",30,9,-28.551504144346364,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
979,False,"{'a': 0.9, 'e': 0.37550262144962554}",30,0,-41.648292629850445,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
980,False,"{'a': 0.9, 'e': 0.3751271188281759}",25,3,-1.2290067609866195,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
981,False,"{'a': 0.9, 'e': 0.37475199170934775}",20,0,-50.17602998973028,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
982,False,"{'a': 0.9, 'e': 0.3743772397176384}",30,1,-32.30531106595193,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 0}",1
983,False,"{'a': 0.9, 'e': 0.37400286247792075}",20,13,-12.496654442391684,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
984,False,"{'a': 0.9, 'e': 0.37362885961544284}",20,3,14.916711139575707,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.9, 'e': 0.3732552307558274}",20,14,-39.8200793331963,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
986,False,"{'a': 0.9, 'e': 0.3728819755250716}",30,10,-79.24652784262528,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
987,False,"{'a': 0.9, 'e': 0.3725090935495465}",25,15,-21.302962841928085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
988,False,"{'a': 0.9, 'e': 0.37213658445599695}",20,0,-39.92637034416827,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
989,False,"{'a': 0.9, 'e': 0.37176444787154095}",20,0,8.882698917194174,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
990,False,"{'a': 0.9, 'e': 0.3713926834236694}",25,0,-0.7679253381967373,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
991,False,"{'a': 0.9, 'e': 0.37102129074024576}",25,15,5.279760586519954,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
992,False,"{'a': 0.9, 'e': 0.3706502694495055}",20,7,19.5402630265303,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.9, 'e': 0.370279619180056}",25,0,12.662302022080471,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
994,False,"{'a': 0.9, 'e': 0.3699093395608759}",35,9,-45.16874373172209,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 1}",1
995,False,"{'a': 0.9, 'e': 0.3695394302213151}",25,19,1.5517750898974714,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
996,False,"{'a': 0.9, 'e': 0.36916989079109375}",20,1,4.209371598674537,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
997,False,"{'a': 0.9, 'e': 0.36880072090030264}",20,0,-22.160141069613406,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
998,False,"{'a': 0.9, 'e': 0.36843192017940235}",30,17,-13.061036146060651,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
999,False,"{'a': 0.9, 'e': 0.3680634882592229}",35,8,20.549479627866894,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
1000,False,"{'a': 0.9, 'e': 0.36769542477096373}",30,12,-27.73326592387797,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
1001,False,"{'a': 0.9, 'e': 0.36732772934619273}",25,6,-5.368798575392159,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
1002,False,"{'a': 0.9, 'e': 0.36696040161684657}",20,0,-54.60378941655807,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
1003,False,"{'a': 0.9, 'e': 0.3665934412152297}",20,9,22.16311778682058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.9, 'e': 0.3662268477740145}",30,23,13.51902652266304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.9, 'e': 0.3658606209262405}",20,16,8.306285829802498,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.9, 'e': 0.36549476030531425}",20,0,-48.10379573276609,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1007,False,"{'a': 0.9, 'e': 0.3651292655450089}",25,0,-15.452469805774728,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1008,False,"{'a': 0.9, 'e': 0.3647641362794639}",30,22,7.396907899064901,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.9, 'e': 0.36439937214318446}",20,6,7.744783008171577,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1010,False,"{'a': 0.9, 'e': 0.36403497277104124}",30,17,18.069636672127768,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.9, 'e': 0.3636709377982702}",20,3,8.663403017912874,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.9, 'e': 0.36330726686047193}",20,4,23.3381694490723,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.9, 'e': 0.3629439595936115}",20,14,10.586866239293432,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.9, 'e': 0.36258101563401784}",30,0,-124.26684932272588,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
1015,False,"{'a': 0.9, 'e': 0.3622184346183838}",25,17,6.8304235637758595,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.9, 'e': 0.36185621618376546}",20,14,8.616756673079873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.9, 'e': 0.36149435996758167}",25,11,-23.059159826269138,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1018,False,"{'a': 0.9, 'e': 0.3611328656076141}",25,0,-64.12883872269815,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
1019,False,"{'a': 0.9, 'e': 0.36077173274200647}",20,0,27.095032553203858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1020,False,"{'a': 0.9, 'e': 0.3604109610092645}",30,13,-74.6298501548801,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
1021,False,"{'a': 0.9, 'e': 0.3600505500482552}",30,13,-25.51271773146373,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
1022,False,"{'a': 0.9, 'e': 0.359690499498207}",20,0,8.080319941342992,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1023,False,"{'a': 0.9, 'e': 0.3593308089987088}",20,10,-5.953898705941572,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1024,False,"{'a': 0.9, 'e': 0.35897147818971004}",25,13,-13.026697174663447,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1025,False,"{'a': 0.9, 'e': 0.35861250671152034}",20,1,9.681346301553589,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1026,False,"{'a': 0.9, 'e': 0.3582538942048088}",25,11,19.18342568100809,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.9, 'e': 0.357895640310604}",30,4,-87.15389525165493,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 2}",1
1028,False,"{'a': 0.9, 'e': 0.3575377446702934}",30,0,21.828900386424,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
1029,False,"{'a': 0.9, 'e': 0.35718020692562313}",25,0,-14.222309427858493,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1030,False,"{'a': 0.9, 'e': 0.3568230267186975}",25,7,5.641192977315606,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1031,False,"{'a': 0.9, 'e': 0.3564662036919788}",30,18,-71.80642034179617,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
1032,False,"{'a': 0.9, 'e': 0.35610973748828684}",20,11,-4.001124078919089,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1033,False,"{'a': 0.9, 'e': 0.35575362775079855}",20,13,0.1813673130761546,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1034,False,"{'a': 0.9, 'e': 0.35539787412304774}",35,8,-10.515907051893894,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
1035,False,"{'a': 0.9, 'e': 0.35504247624892465}",20,10,20.913390955063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.9, 'e': 0.35468743377267575}",20,0,-34.17441765136816,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
